item_id,file_type,language,is_restricted,ocr_text_extracted,collection_id,subject_tags,file_size_mb,num_pages_or_frames,content_length_tokens,access_count_30d,duration_seconds,upload_year,upload_day_of_year,num_detected_objects
ITEM-0001400,pdf,es,false,true,COLL-012,"training material,linguistics",11.67,237,27491,15,86.73,2019,316,0
ITEM-0001401,image,es,false,true,COLL-002,"thesis,policy",2.09,287,1265,18,105.69,2016,321,1
ITEM-0001402,pdf,it,false,true,COLL-009,"audio interview,machine learning",10.93,330,7200,19,102.97,2021,302,1
ITEM-0001403,pdf,fr,false,true,COLL-018,linguistics,13.32,294,28671,16,16.57,2015,5,0
ITEM-0001404,text,zh,false,true,COLL-007,"digital preservation,training material,accessibility",18.57,80,10095,7,16.23,2015,364,1
ITEM-0001405,pdf,en,false,true,COLL-002,"digital preservation,thesis",1.79,150,1555,11,69.27,2022,201,0
ITEM-0001406,pdf,de,false,true,COLL-005,"accessibility,metadata quality,video lecture",17.12,233,21319,4,86.03,2022,292,0
ITEM-0001407,image,de,false,true,COLL-015,"metadata quality,poster",17.78,51,11456,13,30.42,2018,315,0
ITEM-0001408,pdf,es,false,false,COLL-003,"audio interview,metadata quality",2.37,86,1672,17,26.91,2022,113,0
ITEM-0001409,pdf,zh,false,false,COLL-018,"accessibility,poster",17.37,348,10214,1,103.27,2016,124,0
ITEM-0001410,text,en,false,true,COLL-018,"metadata quality,linguistics",8.05,153,7659,5,18.1,2019,259,0
ITEM-0001411,image,fa,false,true,COLL-019,"audio interview,linguistics",9.48,251,27951,1,45.98,2015,345,0
ITEM-0001412,pdf,de,false,true,COLL-010,"poster,metadata quality,digital preservation",13.29,150,17829,14,115.84,2021,285,1
ITEM-0001413,pdf,es,false,true,COLL-007,"linguistics,digital preservation",9.35,118,17626,4,101.58,2024,326,1
ITEM-0001414,pdf,es,false,false,COLL-002,"policy,poster,accessibility",18.43,214,23179,10,112.9,2022,202,1
ITEM-0001415,image,fa,false,true,COLL-011,digital preservation,14.93,209,12867,13,17.7,2022,139,0
ITEM-0001416,image,de,false,true,COLL-007,thesis,14.54,237,11116,9,113.67,2019,33,0
ITEM-0001417,text,zh,false,true,COLL-013,"poster,audio interview,policy",2.01,305,1183,11,101.8,2015,115,1
ITEM-0001418,pdf,ar,false,true,COLL-019,"audio interview,metadata quality",6.95,187,28334,14,48.17,2025,226,1
ITEM-0001419,text,fr,true,true,COLL-012,training material,8.04,82,17527,19,93.23,2017,124,1
ITEM-0001420,text,fr,false,true,COLL-011,"poster,metadata quality",14.11,206,25261,0,68.72,2024,51,0
ITEM-0001421,text,fr,false,true,COLL-019,audio interview,8.24,56,12848,14,21.81,2024,277,1
ITEM-0001422,image,de,false,false,COLL-014,audio interview,4.04,76,685,3,111.98,2022,109,1
ITEM-0001423,image,it,false,false,COLL-001,training material,15.65,281,6829,9,25.62,2017,171,1
ITEM-0001424,pdf,es,false,true,COLL-003,"audio interview,video lecture,digital preservation",13.09,232,22394,3,59.48,2016,217,0
ITEM-0001425,text,it,true,true,COLL-006,"linguistics,machine learning,training material",4.58,271,460,8,88.69,2017,333,1
ITEM-0001426,text,fr,false,true,COLL-011,"thesis,linguistics",8.51,163,9836,10,105.04,2020,70,1
ITEM-0001427,image,ar,false,true,COLL-018,machine learning,9.63,380,7029,3,33.44,2025,136,0
ITEM-0001428,pdf,fr,false,true,COLL-005,audio interview,18.59,387,22011,11,39.06,2015,149,0
ITEM-0001429,image,zh,false,true,COLL-004,metadata quality,4.13,111,499,14,79.51,2015,109,1
ITEM-0001430,pdf,de,false,true,COLL-005,"metadata quality,digital preservation,machine learning",10.82,134,21199,20,83.3,2017,82,0
ITEM-0001431,pdf,ar,false,true,COLL-007,digital preservation,12.22,298,25682,5,69.07,2018,313,0
ITEM-0001432,image,de,false,true,COLL-006,audio interview,3.8,276,1768,20,83.19,2022,308,0
ITEM-0001433,pdf,fa,false,true,COLL-002,"metadata quality,accessibility",7.59,231,12276,15,82.94,2016,165,0
ITEM-0001434,image,it,false,true,COLL-017,thesis,18.19,311,6492,17,117.13,2019,133,0
ITEM-0001435,text,de,false,true,COLL-018,"digital preservation,accessibility,policy",7.93,129,9085,3,1.7,2016,44,1
ITEM-0001436,text,it,false,true,COLL-009,digital preservation,13.49,184,28181,20,52.17,2023,271,1
ITEM-0001437,image,en,false,true,COLL-010,"digital preservation,video lecture",4.59,122,412,6,117.86,2025,114,0
ITEM-0001438,image,ar,false,true,COLL-020,"thesis,video lecture",11.42,400,26790,18,18.51,2017,1,0
ITEM-0001439,image,es,false,true,COLL-016,"accessibility,thesis",13.29,295,25821,12,29.07,2015,274,0
ITEM-0001440,image,ar,false,false,COLL-003,metadata quality,0.62,206,1244,10,27.49,2022,119,0
ITEM-0001441,image,it,false,true,COLL-011,"audio interview,policy,machine learning",3.9,389,687,1,61.05,2017,208,1
ITEM-0001442,pdf,fa,false,true,COLL-003,"linguistics,video lecture,poster",7.55,370,10710,8,68.24,2019,48,0
ITEM-0001443,pdf,ar,false,true,COLL-006,policy,8.85,96,26971,0,68.35,2021,235,1
ITEM-0001444,pdf,es,false,true,COLL-004,linguistics,16.17,272,10528,4,2.18,2022,174,0
ITEM-0001445,image,fa,false,true,COLL-015,"poster,policy,metadata quality",2.25,342,513,9,8.79,2023,158,0
ITEM-0001446,text,de,true,true,COLL-006,policy,1.21,134,251,16,56.95,2020,184,1
ITEM-0001447,image,fa,false,true,COLL-007,"linguistics,poster,audio interview",13.21,345,16112,0,55.25,2022,101,1
ITEM-0001448,pdf,en,false,true,COLL-019,"video lecture,digital preservation,thesis",4.46,245,1676,19,11.0,2018,169,1
ITEM-0001449,pdf,ar,false,true,COLL-010,"linguistics,policy,audio interview",2.93,85,1300,1,19.02,2024,163,1
ITEM-0001450,text,zh,false,true,COLL-016,"audio interview,poster",9.86,337,18790,1,0.14,2019,160,1
ITEM-0001451,text,fa,false,true,COLL-011,machine learning,9.23,264,7917,14,110.8,2019,119,0
ITEM-0001452,image,fa,false,true,COLL-020,policy,8.43,290,12228,11,37.77,2015,155,0
ITEM-0001453,image,fa,false,true,COLL-012,"policy,machine learning,digital preservation",9.11,382,23528,3,105.93,2016,198,1
ITEM-0001454,pdf,fa,false,false,COLL-011,"audio interview,training material,poster",7.68,286,10278,3,19.38,2022,206,1
ITEM-0001455,text,de,false,true,COLL-009,"thesis,audio interview",16.89,194,16425,10,73.41,2022,136,1
ITEM-0001456,image,de,false,true,COLL-009,"poster,policy",14.33,363,15005,2,95.0,2019,160,0
ITEM-0001457,image,fr,false,true,COLL-011,"metadata quality,digital preservation,policy",6.06,185,18432,18,105.71,2020,328,0
ITEM-0001458,pdf,fr,false,true,COLL-019,"digital preservation,machine learning",14.61,322,26922,6,118.6,2016,44,1
ITEM-0001459,text,ar,false,true,COLL-014,"video lecture,policy",13.98,72,29958,3,103.25,2018,243,1
ITEM-0001460,pdf,zh,false,true,COLL-010,"accessibility,digital preservation",16.11,69,9117,4,103.1,2015,42,0
ITEM-0001461,pdf,es,false,false,COLL-011,"video lecture,training material",14.61,122,5897,7,67.99,2016,72,1
ITEM-0001462,pdf,fa,false,true,COLL-019,"thesis,accessibility,audio interview",14.29,222,24082,12,22.84,2025,295,1
ITEM-0001463,pdf,es,true,false,COLL-018,"machine learning,thesis",14.26,217,13499,17,35.8,2019,128,1
ITEM-0001464,pdf,de,false,true,COLL-009,"thesis,accessibility",6.28,130,18349,5,22.86,2015,138,0
ITEM-0001465,image,fa,false,true,COLL-001,training material,0.86,346,1562,7,79.59,2020,241,1
ITEM-0001466,image,en,false,true,COLL-003,"linguistics,policy,poster",15.93,122,28194,20,37.66,2019,102,1
ITEM-0001467,text,en,false,true,COLL-012,digital preservation,17.84,69,11170,2,55.9,2017,121,1
ITEM-0001468,pdf,it,false,true,COLL-006,thesis,3.66,266,674,17,73.14,2018,290,1
ITEM-0001469,pdf,ar,false,false,COLL-007,machine learning,3.1,54,578,4,74.83,2015,67,0
ITEM-0001470,image,es,false,true,COLL-015,"machine learning,policy",4.98,289,936,7,23.67,2015,278,1
ITEM-0001471,text,de,false,true,COLL-009,"video lecture,thesis,machine learning",17.19,362,24977,4,93.11,2023,154,1
ITEM-0001472,text,fr,false,true,COLL-005,digital preservation,2.03,347,1604,5,109.23,2024,56,1
ITEM-0001473,image,fr,false,true,COLL-005,"machine learning,video lecture",11.03,58,24055,14,8.17,2020,35,0
ITEM-0001474,pdf,it,false,true,COLL-011,"metadata quality,accessibility",1.64,388,630,13,109.96,2023,67,1
ITEM-0001475,text,de,false,false,COLL-005,"policy,digital preservation,video lecture",12.63,185,10992,19,112.29,2019,122,0
ITEM-0001476,image,ar,false,true,COLL-010,"audio interview,training material,digital preservation",10.36,356,15376,2,21.59,2024,1,0
ITEM-0001477,pdf,es,false,true,COLL-002,training material,18.97,281,11148,15,29.89,2023,332,0
ITEM-0001478,image,en,false,false,COLL-003,"machine learning,policy",9.43,227,27835,16,5.04,2024,20,1
ITEM-0001479,pdf,zh,false,true,COLL-011,"accessibility,policy,linguistics",6.18,356,12390,1,95.75,2018,348,0
ITEM-0001480,image,it,false,true,COLL-010,digital preservation,3.87,180,894,4,108.64,2017,172,0
ITEM-0001481,image,fa,false,true,COLL-007,"machine learning,training material,thesis",2.7,400,756,5,45.23,2021,230,1
ITEM-0001482,image,it,false,true,COLL-011,audio interview,4.45,59,1006,9,35.33,2020,232,1
ITEM-0001483,image,ar,true,true,COLL-011,linguistics,9.56,364,17261,5,1.24,2023,216,1
ITEM-0001484,image,de,false,false,COLL-011,"thesis,audio interview",9.24,253,10952,8,74.87,2022,43,1
ITEM-0001485,text,fr,true,true,COLL-013,"training material,accessibility",4.11,137,1727,15,56.9,2025,83,0
ITEM-0001486,image,zh,false,true,COLL-014,machine learning,3.26,238,1439,19,16.06,2016,254,0
ITEM-0001487,text,de,false,true,COLL-005,"metadata quality,digital preservation,audio interview",3.46,347,1461,10,37.9,2017,222,1
ITEM-0001488,text,en,false,true,COLL-004,thesis,13.45,88,17352,5,5.13,2022,160,1
ITEM-0001489,image,de,false,true,COLL-003,digital preservation,14.62,70,29912,7,78.56,2018,21,0
ITEM-0001490,text,fr,false,true,COLL-018,"metadata quality,audio interview",2.34,201,862,5,93.85,2022,357,0
ITEM-0001491,image,en,false,false,COLL-005,"machine learning,linguistics,metadata quality",17.93,321,8595,3,91.63,2017,343,1
ITEM-0001492,text,ar,false,false,COLL-013,"metadata quality,audio interview",3.96,276,1119,16,109.87,2017,271,1
ITEM-0001493,image,fr,false,true,COLL-014,digital preservation,15.61,116,28731,3,71.5,2018,118,0
ITEM-0001494,pdf,zh,false,true,COLL-004,"policy,training material",1.96,82,1513,5,2.05,2018,69,0
ITEM-0001495,image,it,false,true,COLL-019,"poster,linguistics,audio interview",18.38,107,27938,18,92.7,2020,104,0
ITEM-0001496,image,en,true,false,COLL-014,"machine learning,digital preservation",11.72,313,10271,16,11.58,2016,90,0
ITEM-0001497,image,fa,false,true,COLL-011,"machine learning,video lecture,digital preservation",14.27,132,11445,1,0.65,2017,62,1
ITEM-0001498,image,fr,false,true,COLL-020,linguistics,5.77,50,23016,16,107.9,2021,74,1
ITEM-0001499,text,fa,false,false,COLL-006,"thesis,training material,metadata quality",15.68,253,19781,19,7.49,2016,307,1
ITEM-0001500,text,es,false,false,COLL-013,metadata quality,13.63,258,20848,6,25.74,2020,246,0
ITEM-0001501,pdf,fr,false,true,COLL-007,poster,9.37,105,14984,7,52.09,2015,305,0
ITEM-0001502,pdf,it,false,true,COLL-003,"policy,video lecture,machine learning",3.47,164,1597,17,101.9,2025,25,1
ITEM-0001503,image,ar,false,true,COLL-018,"accessibility,audio interview,thesis",8.42,383,8112,15,59.16,2019,270,0
ITEM-0001504,text,es,false,true,COLL-019,"linguistics,thesis,training material",15.52,277,24880,19,15.29,2016,114,1
ITEM-0001505,image,fr,false,true,COLL-013,"metadata quality,digital preservation,video lecture",14.01,395,10839,11,79.29,2023,12,0
ITEM-0001506,image,fr,false,true,COLL-009,"metadata quality,machine learning,policy",11.71,154,19687,3,16.6,2021,335,1
ITEM-0001507,image,it,false,true,COLL-014,"audio interview,accessibility,policy",14.89,61,24917,4,69.52,2018,3,1
ITEM-0001508,image,it,false,true,COLL-020,"audio interview,metadata quality,linguistics",11.69,51,23429,12,58.13,2018,162,1
ITEM-0001509,text,it,false,true,COLL-017,"video lecture,thesis,metadata quality",1.97,308,1345,16,23.22,2016,96,1
ITEM-0001510,image,en,false,true,COLL-020,linguistics,14.79,244,8500,17,97.01,2023,259,1
ITEM-0001511,pdf,fr,false,false,COLL-002,"metadata quality,audio interview",12.98,137,15704,12,105.1,2024,137,0
ITEM-0001512,text,ar,false,true,COLL-001,"training material,poster,linguistics",11.28,141,22837,1,2.17,2020,364,1
ITEM-0001513,image,it,false,false,COLL-004,"video lecture,metadata quality,thesis",4.2,391,724,1,39.59,2021,343,0
ITEM-0001514,pdf,en,false,true,COLL-013,poster,0.78,56,1974,14,94.6,2015,3,0
ITEM-0001515,text,es,false,true,COLL-007,"training material,audio interview",17.83,58,11661,19,42.71,2019,126,1
ITEM-0001516,pdf,it,false,false,COLL-002,accessibility,8.92,295,29942,18,6.21,2022,121,0
ITEM-0001517,text,zh,false,false,COLL-005,"poster,machine learning,metadata quality",12.8,112,27542,6,51.33,2017,215,0
ITEM-0001518,text,en,false,true,COLL-005,video lecture,9.94,255,23305,10,114.56,2016,311,1
ITEM-0001519,text,fr,false,false,COLL-004,"machine learning,video lecture,thesis",18.25,120,20652,19,71.68,2025,167,1
ITEM-0001520,text,zh,false,true,COLL-018,"linguistics,video lecture",4.7,275,703,20,77.7,2017,329,0
ITEM-0001521,pdf,de,false,true,COLL-003,audio interview,7.76,137,15690,7,72.09,2024,187,0
ITEM-0001522,image,de,false,true,COLL-003,policy,6.99,355,10446,11,26.18,2015,14,0
ITEM-0001523,text,de,false,true,COLL-011,"video lecture,digital preservation,poster",5.12,303,20181,20,17.18,2019,283,0
ITEM-0001524,text,es,false,true,COLL-012,"accessibility,policy,linguistics",11.9,121,16346,9,20.44,2016,51,1
ITEM-0001525,image,es,false,true,COLL-009,"thesis,video lecture",1.57,74,1404,1,63.49,2018,168,1
ITEM-0001526,text,es,false,true,COLL-019,"thesis,audio interview",12.95,274,14750,11,92.69,2016,95,1
ITEM-0001527,image,en,false,true,COLL-007,"accessibility,linguistics",6.14,168,15923,19,24.38,2020,266,1
ITEM-0001528,pdf,it,false,false,COLL-018,video lecture,13.92,357,22077,7,99.06,2019,289,0
ITEM-0001529,image,fa,false,true,COLL-011,accessibility,15.99,54,11432,15,65.2,2024,102,1
ITEM-0001530,pdf,it,false,true,COLL-002,training material,9.18,158,26656,9,49.03,2023,64,1
ITEM-0001531,text,fa,false,true,COLL-015,"metadata quality,digital preservation,linguistics",11.51,294,27464,3,42.75,2018,103,0
ITEM-0001532,image,zh,false,true,COLL-014,"video lecture,machine learning",11.98,157,12355,2,118.43,2016,195,1
ITEM-0001533,image,ar,false,true,COLL-018,linguistics,12.39,68,5950,18,70.3,2015,198,0
ITEM-0001534,image,zh,false,true,COLL-010,"audio interview,training material",14.32,326,7784,5,11.42,2022,161,1
ITEM-0001535,text,it,false,false,COLL-012,"video lecture,poster",15.64,364,26954,9,74.31,2021,196,1
ITEM-0001536,pdf,es,false,true,COLL-018,"linguistics,accessibility,digital preservation",7.3,106,21984,16,15.17,2017,3,0
ITEM-0001537,pdf,ar,false,true,COLL-009,"accessibility,audio interview",6.34,281,24937,17,22.5,2020,67,0
ITEM-0001538,pdf,es,false,true,COLL-001,training material,16.0,131,29921,6,51.05,2020,318,1
ITEM-0001539,text,es,false,false,COLL-019,machine learning,10.3,91,8738,13,101.87,2021,306,0
ITEM-0001540,pdf,it,false,true,COLL-011,training material,14.89,343,28597,19,78.8,2024,127,0
ITEM-0001541,image,ar,false,true,COLL-001,"policy,machine learning,video lecture",17.3,241,12242,13,70.22,2022,16,0
ITEM-0001542,pdf,es,true,false,COLL-018,poster,4.31,112,1624,12,2.4,2021,166,0
ITEM-0001543,image,fa,true,true,COLL-017,"training material,accessibility",19.7,228,15326,9,16.13,2017,266,0
ITEM-0001544,pdf,it,false,true,COLL-011,"training material,policy,thesis",17.18,81,15739,3,5.13,2018,131,0
ITEM-0001545,text,fa,false,true,COLL-008,"machine learning,linguistics,video lecture",7.89,90,19413,12,16.78,2022,271,0
ITEM-0001546,pdf,es,false,false,COLL-013,poster,11.12,199,25737,13,10.84,2022,170,1
ITEM-0001547,pdf,fa,false,true,COLL-005,"thesis,policy,poster",10.0,101,8790,5,42.85,2018,93,1
ITEM-0001548,image,fa,false,true,COLL-008,"digital preservation,training material",4.04,354,1215,0,102.63,2023,215,1
ITEM-0001549,pdf,es,false,true,COLL-011,"thesis,video lecture,training material",2.1,399,1773,8,30.77,2015,314,1
ITEM-0001550,pdf,en,false,true,COLL-001,policy,17.51,185,18421,20,110.29,2019,69,0
ITEM-0001551,pdf,es,false,true,COLL-009,"accessibility,training material",19.61,264,20945,0,31.69,2019,269,0
ITEM-0001552,pdf,fa,false,true,COLL-020,"machine learning,poster,digital preservation",15.22,61,11927,7,71.04,2021,164,1
ITEM-0001553,text,ar,false,true,COLL-008,"training material,policy",3.88,364,669,17,91.62,2023,213,1
ITEM-0001554,text,es,false,true,COLL-009,"machine learning,thesis,audio interview",3.15,150,644,15,14.79,2022,72,0
ITEM-0001555,image,it,false,true,COLL-017,thesis,18.97,83,22128,18,60.47,2017,111,1
ITEM-0001556,pdf,en,false,true,COLL-004,"thesis,training material",4.68,57,1020,9,91.32,2016,22,1
ITEM-0001557,pdf,ar,false,true,COLL-002,"accessibility,digital preservation",16.61,329,11104,13,116.32,2019,161,0
ITEM-0001558,text,fr,true,true,COLL-003,machine learning,17.32,67,25028,7,107.33,2020,19,1
ITEM-0001559,pdf,fr,false,false,COLL-008,"linguistics,accessibility,machine learning",14.29,189,28073,15,82.74,2021,123,0
ITEM-0001560,text,it,true,true,COLL-018,"digital preservation,metadata quality",12.62,123,25784,19,37.15,2023,153,0
ITEM-0001561,text,zh,false,true,COLL-001,"linguistics,thesis",19.67,140,11007,18,48.82,2015,321,1
ITEM-0001562,pdf,zh,false,true,COLL-013,machine learning,3.86,368,1796,3,12.95,2015,146,0
ITEM-0001563,pdf,en,true,true,COLL-008,"metadata quality,digital preservation",9.76,384,19701,4,65.54,2015,230,0
ITEM-0001564,text,it,false,true,COLL-002,policy,1.87,348,1213,11,23.59,2015,41,0
ITEM-0001565,text,de,false,true,COLL-002,"policy,digital preservation,poster",5.25,56,23451,10,114.64,2023,349,0
ITEM-0001566,image,it,false,true,COLL-016,digital preservation,2.32,339,879,6,64.86,2023,123,0
ITEM-0001567,pdf,it,false,true,COLL-003,"machine learning,policy",2.84,193,1988,8,37.95,2023,324,1
ITEM-0001568,pdf,fr,false,true,COLL-013,digital preservation,5.51,165,9741,7,48.85,2018,105,1
ITEM-0001569,image,en,false,true,COLL-015,"digital preservation,metadata quality",7.18,92,13843,6,109.36,2025,257,0
ITEM-0001570,pdf,de,false,true,COLL-003,"policy,poster,audio interview",12.53,378,18784,6,80.93,2018,198,1
ITEM-0001571,text,ar,false,true,COLL-013,digital preservation,14.54,118,27188,0,116.46,2025,231,1
ITEM-0001572,text,fa,false,true,COLL-020,"metadata quality,audio interview,policy",2.56,324,754,18,80.09,2016,335,0
ITEM-0001573,pdf,en,false,true,COLL-015,"machine learning,training material",11.34,159,9158,16,80.94,2019,93,1
ITEM-0001574,pdf,it,false,true,COLL-005,metadata quality,15.11,95,23267,14,98.5,2021,151,0
ITEM-0001575,image,fr,false,true,COLL-008,"training material,audio interview",6.37,320,29149,1,48.44,2019,149,0
ITEM-0001576,pdf,fa,false,true,COLL-005,"machine learning,digital preservation,accessibility",10.44,308,6280,8,53.89,2016,116,0
ITEM-0001577,text,en,false,true,COLL-001,machine learning,19.96,125,21110,6,89.22,2019,11,0
ITEM-0001578,pdf,es,false,true,COLL-017,"poster,accessibility,linguistics",0.85,199,1724,16,45.23,2020,32,1
ITEM-0001579,image,fr,false,true,COLL-016,policy,5.42,346,5758,12,95.8,2019,114,0
ITEM-0001580,pdf,ar,false,false,COLL-003,"metadata quality,policy,audio interview",14.97,285,23912,18,80.79,2019,130,0
ITEM-0001581,pdf,de,false,false,COLL-008,"accessibility,linguistics",8.08,351,24553,1,6.08,2022,246,1
